# Glossary in tab-separated format -*- coding: utf-8 -*-
pearóid-duine	parrot-man
indéanta	[in-] + [VA-déan] = Practicable; fit to be done.
flúirseach	abundant
breithiúnach	judicial
balbh	mute
saolta	worldly
morálta	moral
beannaithe	blessed
gruama	Gloomy, sad; morose, despondent; sombre, cheerless.
iargúlta	"Backward, remote, isolated.
Outlandish, wild, terrible."
umhal	humble
gearánach	complaining
ionraic	"1. Upright, honest.
2. Artless, guileless."
núicléach	nuclear
cathartha	civil
conspóideach	controversial
ceanúil	affectionate
nimhneach	poisonous
uatha	(grammar) singular
bodhar	deaf
orgánach	(noun) an organism; (adjective) organic.
neamhghnách	[neamh-] + [gnách] = unusual
foirfe	1. Complete, perfect. 2. Aged, mature. 3. Gram:An aimsir fhoirfe, the perfect tense.
brocach	badger-like
gonta	[VA-goin] concise
cneasta	1. Honest, sincere. 2. Decent, seemly. 3. Mild-mannered. 4 (Of weather) Mild, calm.
sláintiúil	healthy
feargach	angry
ceimiceach	chemical
borb	"1. Fierce, violent; rude.
2. Coarse, strong, pungent.
3. Rank."
caillte	[VA-caill] lost
ait	strange, odd
múinte	polite
coimeádach	conservative
íochtarach	lower
páirtaimseartha	[páirt-] + [aimseartha] = part-time
costasach	expensive
fuinniúil	energetic
ainnis	miserable
cráifeach	pious, devout
mídhleathach	[mí-] + [dleathach] = illegal
lofa	rotten
tráthúil	timely
muinteartha	"Belonging to a household or community; associated, familiar.
Friendly."
meabhrach	"1. Mindful, recollective.
2. Reflective, thoughtful; intelligent.
3. Conscious, aware."
béasach	polite
proifisiúnta	professional
leamh	"1. Lit: Soft; weak, impotent.
2. Tepid; tasteless, insipid.
3. Lifeless, dull, uninteresting.
4. Soft-witted; inane, silly."
dóite	burnt
údarásach	authoritative
dochreidte	[do-] + [VA-creid] = unbelievable
oideachasúil	educational
barúlach	opinionated
iomráiteach	famous
fonnmhar	eager
néata	neat
sleamhain	slippery
úrnua	brand new
fiosrach	curious
náireach	shameful
gnéasach	sexual
lonrach	bright, shining
líonmhar	numerous
neirbhíseach	nervous
daoineach	sociable
liobrálach	liberal
ansa	dearest, most beloved
smaointeach	thoughtful
glórach	noisy
síochánta	peaceful
scoite	[VA-scoith] = isolated
misniúil	brave
dúthrachtach	diligent
araile	"certain
, a. & pron. 1. Lit:~ lá, on a certain day. ~ aimsir, on one occasion. In ~ fásach, in a certain wilderness. 2. Lit: Le h~, with each other. Ó láimh go h~, from one hand to the other. 3. Agus ~, et cetera."
indíreach	[in-] + [díreach] = indirect
maorga	1. Stately, dignified, imposing. 2. Sedate, quiet. 
ilghnéitheach	[il-] + [gnéitheach] = diverse
nua-aoiseach	[nua-] + [?aoiseach] = modern
cónaitheach	residential
achrannach	contentious
gealgháireach	[geal] + [gáireach] = cheerful
inghlactha	[in-] + [VA-glac] = acceptable
deimhneach	"1. Certain.
2. Positive."
léannta	learned
aonarach	solitary
téarmach	terminal
spreagúil	inspiring
fileata	poetic
fónta	worthwhile, sound
Oráisteach	Orange (related to the Orange Order)
cearnach	square
flaithiúil	generous
gafa	[VA-gabh] = engaged
snasta	polished
diaga	divine
sámh	Peaceful, tranquil; easy, restful; pleasant.
báúil	sympathetic
rathúil	successful
eisceachtúil	exceptional
comhtháite	integrated
uaine	green
feiceálach	noticeable
neamhshuim	Lack of interest, disregard, indifference. neamhshuim a dhéanamh de rud, to disregard, make light of, sth.; to treat sth. as unimportant.
torthúil	fertile
bradach	thieving
ingearach	vertical
fóirsteanach	appropriate
míosúil	monthly
diamhair	Dark, obscure; occult, mysterious; secluded, solitary; eerie, weird, lonely; fearsome.
cinniúnach	fateful
dainséarach	Dangerous.
cabhrach	helpful
seasta	[VA-seas] = 2. (a) Standing, supporting. (b) Steady, permanent, regular. (c) Delighted.
muiníneach	confident
croíúil	heartfelt
soineanta	"(Of weather) Calm, clement, fair.
(Of expression) Pleasant, serene.
Innocent, guileless; simple, naive."
seasmhach	Steadfast, firm, constant.
aineolach	[ain-] + [eolach] = ignorant
seafóideach	foolish
adamhach	atomic
cumhra	fragrant
suaithinseach	remarkable
tuairimeach	speculative, opinionated
réadúil	realistic
neodrach	neutral
réabhlóideach	revolutionary
intuigthe	[in-] + [VA-tuig] = Understandable, intelligible; implied, implicit.
tostach	quiet
sollúnta	solemn
ceolmhar	musical
solúbtha	[so-] + [VA-lúb] = Flexible, pliable, supple, adaptable.
duairc	Morose, cheerless, joyless, gloomy. 
iomadúil	numerous
comhthreomhar	parallel
éagórach	unjust
magúil	mocking
imeallach	marginal
comhfhreagrach	corresponding
leasc	reluctant
líofa	"(a) Ground, sharpened, polished by friction.
(b) Fluent, polished.
(c) Keen, eager.
(d) Sharp, speedy."
grámhar	1. Loving, tender, affectionate. 2. Lovable, amiable.
dúshlánach	challenging
corraitheach	exciting
glé	bright, clear
téagartha	"1. Substantial, stout, bulky.
2. Sheltered, warm, comfortable."
contráilte	contradictory
seicteach	sectarian
intíre	domestic
mealltach	enticing
tapúil	quick
tairbheach	beneficial
allta	wild
onórach	honorable
scanrúil	scary
dealraitheach	apparent, likely
dícheallach	diligent
teibí	abstract
gléasta	dressed
dubhach	gloomy, sad
aibí	ripe, mature
trialach	trial, experimental
damanta	damned
teolaí	1. warm, cosy, comfortable. 2. fond of comfort
tofa	[VA-togh] = elected. 2. Choice.
glórmhar	glorious
faiteach	timid
meidhreach	cheerful
leochaileach	fragile, vulnerable
bándearg	[bán] + [dearg] = pink
amh	raw, uncooked
neamhchoitianta	[neamh-] + [coitianta] = uncommon, rare
corcra	purple
trócaireach	merciful
siúráilte	sure
críochnaitheach	final, definitive
goirt	salty
méith	(noun) fat meat; (noun) richness or fertility, abundant yield; (adjective) fat, rich, fertile, mellow, juicy; (noun) swollen sea.
naimhdeach	hostile
foighneach	patient
leadránach	boring
fuilteach	bloody
faiseanta	fashionable
dearóil	"1. Frail, feeble; puny, insignificant.
2. Cold, sensitive to cold; bleak, chilly.
3. Mean, lowly; needy, poor; wretched."
santach	"1. Greedy. Covetous, avaricious.
2. Intensely eager."
doiléir	[doi-] + [léir] = obscure, unclear
criticiúil	critical
fionnuar	"1. (Of air) Cool, refreshing.
2. (Of temperature) Cool, moderate.
3. (Of garment) Cool, light.
4. (Of disposition) Calm, serene."
fadálach	procrastinating
éachtach	notable, remarkable
diongbháilte	determined
iomarcach	excessive
Ultach	Ulster (adj.)
substaintiúil	substantial
ceadmhach	permissible
iata	[VA-iaigh] = closed
leisciúil	1. Lazy, slothful. 2. Reluctant, loath. 3. Shy.
aimseartha	modern
lochtach	faulty
áiféiseach	absurd
tiomanta	"[VA-tiomain] = (a) Sworn; set, determined.
(b) (In asseverations)"
fabhrach	favorable
comónta	common
dúbailte	double
íon	(noun) pure; (adjective) guileless, sincere.
áisiúil	convenient
spleodrach	lively
glinn	Clear, distinct, vivid.
cúthail	1. bashful, shy. 2. Diffident, modest; quiet.
dúr	stubborn
collaí	carnal, sexual
anaithnid	Strange, unknown.
scaipthe	scattered
mífhoighneach	[mí-] + [foighneach] = impatient
éiginnte	"1. Uncertain, undetermined; indefinite, vague; undecided.
2. Lit: Unlimited, infinite."
iontaofa	trustworthy, reliable
ocrach	hungry
neamhurchóideach	(adjective) harmless, inoffensive.
leithleach	(adjective) apart, peculiar, or distinct; (noun) a stand-offish or distant person; (legal term) refers to several covenants or jointly and severally; (adjective) selfish or egotistic.
comhfhiosach	(adjective) aware or conscious of something.
doicheallach	(adjective) churlish, inhospitable; (verb) to be unwilling to receive someone; (verb) to be churlish with someone; (verb) to be grudging with something, unwilling to do something; (noun) churlish, cold welcome; (noun) grudging word, smile; (phrase) he gave it grudgingly; (phrase) he is stand-offish in company.
éifeachtúil	(adjective) having the ability to produce a desired effect or result.
cáiréiseach	(adjective) careful; (adjective) nice, delicate.
eitneach	(adjective) relating to a particular ethnic group.
groí	(adjective) strong, vigorous, hearty; (adjective) strange.
dlisteanach	legitimate
súgach	(noun) sea-bream; (adjective) mellow with drink, merry, tipsy; (adjective) cheerful, happy.
tur	dry
ionadach	(adjective) substitute or vicarious; (adjective) out of the way or inaccessible.
tánaisteach	(adjective) secondary; (noun) secondary evidence.
measúil	respectful
maslach	(adjective) insulting or abusive; (noun) an insulting remark or term of reproach; (adjective) overstrenuous or taxing; (noun) heavy or taxing work; (verb) to over-exert oneself or abuse one’s energies.
íosta	(adjective) minimum or minimal.
lúfar	(adjective) agile, active, athletic; (adjective) lithe and agile; (adjective) active and strong.
clárach	(noun) a broad-faced person; (adjective) made of boards or wooden; (adjective) flat or broad in surface features; (adjective) splay in terms of feet.
taobhach	(noun) giddiness or staggers; (adjective) lateral; (adjective) trusting; (adjective) partial or biased.
crochta	(1) hung, hanged; (2) raised; (3) overhanging, steep; (4) hanging down; (5) taken up with something; (6) affected speech
beathach	(1) alive and active
seolta	(1) well-directed; (2) smooth-running, flowing, free; (3) easy, graceful; (4) skilful, adept (at); (5) satisfied, pleased, content
meánach	(1) middle, intermediate; (2) medium, average; (3) moderate
príomhúil	(1) primary; (2) principal; (3) chief
seoigh	(1) wonderful; (2) great; (attrib.) (3) a great day's fun
sóivéadach	(1) Soviet
meisciúil	drunken
mothálach	(1) sensitive, responsive
gallda	(1) foreign; (2) English, Anglicized
aigéadach	Acid, acidic.
roghnach	(1) optional, facultative
éirimiúil	intelligent
meicniúil	(1) mechanical
rite	(1) taut, tense; (2) sharp, steep; (3) exposed (to); (4) eager (for); (5) exhausted, extinct
feidhmiúil	(1) functional; (2) capable, efficient; (3) forceful, strong
ceannasach	(1) ruling, sovereign; (2) commanding, masterful; (3) forward, self-assertive, bold, assured; (4) dominant
ciorclach	(1) circular; (2) cyclic in geometry
saonta	(1) naive; (2) gullible
fuarchúiseach	(1) cool, imperturbable; (2) chilly, frigid; (3) apathetic, indifferent
mórálach	(1) proud; (2) boastful; (3) vain; (phrase) proud of something; (phrase) vain of her beauty; (phrase) delighted with her dress.
bruite	(1) fiery; (2) mean, good for nothing
íogair	(1) sensitive, delicate; (2) ticklish, touchy; (a) airy, lofty; (b) eerie, solemn
cráite	(1) agonized, tormented, grieved
banda	(1) womanly; (2) feminine
fann	(1) faint, weak, languid
cantalach	Plaintive; peevish, querulous.
sciobtha	fast
aclaí	agile
geanúil	affectionate
allúrach	1. Foreigner.
baininscneach	 Gram: Feminine.
teasaí	"1. Hot, warm.
2. Ardent, passionate.
3. Hot, feverish.
4. Hot-tempered, fiery."
aduain	Strange, unfamiliar; apart.
fealltach	treacherous
bagrach	1. Threatening, menacing.
fáilteach	welcoming
dóighiúil	fine-looking
ballach	spotted
athartha	paternal, ancestral
éadóchasach	hopeless
diail	Devilish; terrible, remarkable, wonderful.
airdeallach	1. Alert, watchful.
carthanach	charitable
míshuaimhneach	uneasy; restless
goilliúnach	"1. Painful, distressing, hurtful to feelings.
2. Easily hurt, sensitive."
léanmhar	sorrowful
tearc	rare
bailí	valid
coinníollach	conditional
aonraic	Solitary; alone.
biorach	sharp
calma	calm
crosta	cross
aicmeach	1. Generic. 2. Class.
amaitéarach	amateur
ceanndána	[ceann] + [dána] = stubborn
anróiteach	1. Severe, inclement; distressing.
tintrí	thunderous
ardnósach	1. Grand, pompous; formal.
falsa	false; lazy
ainmhíoch	1. Animal, brutish. 2. Biol: Faunistic.
araltach	1. Heraldic.
sothuigthe	[so-] + [VA-tuig] = understandable
ionúin	Dear, beloved.
gnaíúil	attractive
aislingeach	Visionary; dreamy.
athraitheach	1. Changeable; movable; variant.
mírialta	[mí-] + [rialta] = irregular
codlatach	sleepy
tarcaisneach	contemptuous
ádhúil	1. Lucky, fortunate.
aontaobhach	1. Unilateral.
áthasach	1. Glad, joyful.
aonaránach	1. Alone, solitary.
anamúil	1. Lively, spirited.
aigeanta	"Lit: Natural.
Spirited, cheerful."
deisbhéalach	eloquent
gaofar	windy
colgach	irritable
caifeach	coffee-colored
altach	1. Articulate, jointed. 2. Knotty. 3. Undulating; 4. wavy.
leanbaí	"1. Child-like, innocent.
2. Childish. (a) Puerile. (b) Doting."
céillí	sensible
féarmhar	grassy
gaelach	1. Irish. 2. Attached to Irish, to Irish culture. 3. (Usually with lower-case initial)(a) Native to Ireland. (b) Homely, pleasant. (c) Common, ordinary.
críochnaithe	[VA-críochnaigh] = finished
tomhaiste	[VA-tomhais] = measured
margaíoch	commercial
siamsaíoch	entertaining
iodálach	Italian
inmhianaithe	Desirable.
diaganta	godly, pious
amscaí	Untidy; awkward.
amplach	1. Hungry. 2. Greedy.
dochrach	harmful
cleasach	cunning
stadach	hesitant
graosta	vulgar
bómánta	Slow of perception, slow-witted.
mímhúinte	[mí-] + [múinte] = Unmannerly, rude, ill-bred.
aspalda	apostolic
díonach	Protective; impermeable, proof.
meata	timid
aimrid	Barren, sterile.
deisiúil	skillful
broghach	foul-smelling
ámharach	1. Lucky, fortunate.
spadánta	lazy
airgeadúil	1. Silvery. 2. Financial. 3. Moneyed; profitable.
aonchineálach	1. Homogeneous.
atmaisféarach	1. Atmospheric(al).
Artach	Arctic.
féiltiúil	festive
postúil	official
ainmniúil	1. Nominal. 2. Noted, well-known.
baistí	Baptismal.
briotach	speckled
piseogach	superstitious
adharcach	Horned; horny.
antráthach	1. Late, untimely.
fiata	wild
déistineach	disgusting
aindleathach	1. Illegal.
aistreánach	1. Out of the way, inconvenient. 2. Rugged. 3. Migratory.
aerga	aerial, ethereal
alcaileach	1. Alkaline.
bratógach	patchy
cotúil	Bashful, shy.
armúrtha	Armoured, armour-clad.
faillíoch	negligent
alpach	1. Voracious, greedy. 2. Grabbing.
ainglí	angelic
aistreach	1. Journeying, roving; restless, unsettled. 2. Out of the way, inconvenient. 3. Transitive.
ceathach	showery
ainsealach	1. Chronic.
anacair	1. Uneven, unsteady. 2. Uneasy, uncomfortable. 3. Difficult.
anacrach	1. Distressed. 2. Distressing.
bainniúil	1. Milky. 2. Milk-yielding.
deaslámhach	dexterous
anásta	"1. Needy.
2. Clumsy, awkward."
tíoránta	tyrannical
uiscedhíonach	waterproof
áitithe	1. Established, confirmed, practised.
andúchasach	1. Non-native, foreign; exotic.
aoibhiúil	1. Pleasant, smiling.
aigéanach	1. Oceanic.
áititheach	1. Persuasive.
aranta	Irritable, ill-humoured.
absalóideach	absolute
aimlithe	1. Sodden, spoiled by rain. 2. Wretched. 3. Enfeebled, puny. 4. Mawkish, rendered tasteless.
ainrianta	1. Unbridled, unruly. 2. Licentious.
báiteach	1. Watery. 2. Pale, wan. 3. Pastel. 4. (of cards) Faced.
agóideach	1. Objecting, protesting. 2. Cantankerous.
ainbhiosach	1. Ignorant; stupid.
ainmhianach	1. Passionate, lustful.
aistritheach	1. Movable.
fadsaolach	long-lived
athfhillteach	1. Recurring, recurrent. 2. Reflexive. 3. Reflex.
abartha	witty; Given to repartee
atuirseach	1. Weary; dejected.
cúiseach	Well-mannered; prim, demure.
adhfhuafar	[ad-] + [fuafar] = Horrible, abominable.
aingiallta	1. Irrational. 2. (Of person) Unreasoning, rough.
bách	Affectionate.
fuafar	Hateful, hideous, odious
aithríoch	penitent
anghrách	Erotic.
antoisceach	extreme
acrach	Handy, useful; convenient.
aiféalach	1. Regretful, sorrowful. 2. Shamefaced, shy.
ainmheasartha	[ain-] + [measartha] =  Immoderate, intemperate.
astaróideach	asteroid-related
comharsanúil	neighborly
garach	neighborly
aiteasach	1. Pleasant, joyful.
antaiseipteach	1. Antiseptic.
arúil	1. Fertile, arable.
ainrialta	[ain-] + [rialta] = Undisciplined, disorderly; anarchical.
ainspianta	Grotesque; abnormal.
aonta	1. One. 2. Simple. 3. Single.
aibítreach	1. Alphabetical.
ainneonach	1. Involuntary.
Antartach	Antarctic
ábhailleach	Playful, mischievous.
ainscianta	Wild, furious.
antaibheathach	antibacterial, related to bacteria prevention
artaireach	1. Arterial.
ailléirgeach	1. Allergic.
aimhrialta	[?aimh-] + [rialta] = irregular; anomalous
antlásach	1. Greedy, covetous.
baictéarach	1. Bacterial.
amadánta	Foolish; fatuous
aontaitheach	1. Assenting, agreeing.
aindiaga	[ain-] + [diaga] = godless; impious
amhlánta	Boorish; doltish.
apacailipteach	1. Apocalyptic.
atáirgeach	1. Reproductive.
bachallach	1. Crooked, hooked. 2. Curled, ringleted. 3. Circinate.
aithriúil	1. Fatherly.
anuasal	[an-] + [uasal] = Low-born, ignoble.
aicearrach	1. Short.
aithriseach	 1. Imitative; mocking. 2. Mimetic.
anchumtha	[an-] + [VA-cum] = misshapen
súgrach	Playful
ábhal	Great, immense.
aerachtúil	eerie
aibhseach	1. Great, immense. 2. High.
aithiseach	1. Defamatory; shameful.
armónach	1. Harmonic.
acaointeach	Plaintive, doleful. 
aerdhíonach	air-tight
aighneasach	1. Argumentative; talkative.
béaltirim	[béal] + [tirim] = Dry-lipped, parched.
aiséitiúil	ascetic
neamh-mhaorga	[neamh-] + [maorga] = Unimposing, undignified.
tarnocht	[tar-] + [nocht] = (Stark) naked.
gnéitheach	1. Pertaining to species, specific. 2. Pertaining to features; of good appearance.
ealaionta	artistic
compordúil	comfortable
mí-aigeanta	Dispirited
éalangach	Flawed, defective; weak, debilitated. 
scifleogach	flippant
imeachtach	Going, moving, travelling; speedy.
samhaliteach	imaginary
gáireach	Laughing, smiling.
gaothach	windy
aeistéitiúil	aesthetic, relating to beauty
rabhach	forewarning; premonitory
Is baolach go	it is to be feared that
Dhaid	Dad
a Mham	Mom
sin an méid	that's all
an-	very
chlár éadain	forehead
thar	over; more than
dul thar fóir	go too far
ach	but
síos	down
uaidh	from his; of his
scáthlán	shelter; a screen
in ainneoin	in spite of
